ID	Cuisine	Ingredients
30985	japanese	stock vegetable_oil salt dashi caster soy_sauce daikon shiso mirin extra_large_eggs
42612	italian	navy_beans jalapeno_chilies diced_celery water italian_salad_dressing_mix chopped_cilantro_fresh cider_vinegar diced_tomatoes red_bell_pepper olive_oil garlic_cloves sliced_green_onions
38754	japanese	dashi_kombu dried_bonito_flakes water
45037	greek	water large_garlic_cloves dried_currants feta_cheese black_pepper swiss_chard olive_oil salt
33197	japanese	kosher_salt balsamic_vinegar white_miso freshly_ground_pepper sugar vegetable_oil branzino_fillets mirin mixed_greens
13005	chinese	green_onions white_sugar soy_sauce garlic vegetable_oil sesame_seeds round_steaks
18203	mexican	ketchup avocado carbonated_beverages fresh_cilantro saltines cooked_shrimp
10210	italian	barbecue_sauce yellow_onion prepared_pizza_crust boneless_skinless_chicken_breasts Sargento®_Traditional_Cut_Shredded_Mozzarella_Cheese vegetable_oil
38581	thai	chicken_broth erythritol green_onions red_bell_pepper fish_sauce lemon_grass garlic galangal kaffir_lime_leaves lime_juice shallots coconut_milk coconut_oil mushrooms carrots chicken
32489	chinese	soy_sauce dry_sherry black_bean_sauce garlic green_onions firm_tofu olive_oil ground_pork
26647	mexican	cider_vinegar salt cherry_tomatoes avocado extra-virgin_olive_oil pepper cucumber
34240	british	tomatoes white_wine whole_milk ice_water salt asparagus_tips nutmeg fresh_chives zucchini butter artichokes tuna black_peppercorns pepper spring_onions portabello_mushroom all-purpose_flour medium_eggs capers water watercress heavy_cream allspice_berries
8579	japanese	chives short-grain_rice nori dashi fine_sea_salt yellowtail
49639	mexican	tomatillo_salsa corn_tortillas cumin avocado garlic onions cilantro pork_shoulder black_pepper salt dried_oregano
17120	mexican	black_beans olive_oil chili_powder tortilla_chips cheddar_cheese store_bought_low_sodium_chicken_stock chipotle cilantro_leaves dried_oregano avocado kosher_salt ground_black_pepper garlic sour_cream ground_chicken cherry_tomatoes jalapeno_chilies cayenne_pepper ground_cumin
27213	southern_us	unsalted_butter fresh_lemon_juice black_pepper shell-on_shrimp white_sandwich_bread minced_onion cooked_shrimp cayenne salt
18621	indian	coriander_seeds salt milk vegetable_oil boiling_water cauliflower tamarind_pulp coconut_cream chickpea_flour chili_powder mustard_seeds
35302	cajun_creole	green_bell_pepper ground_black_pepper worcestershire_sauce celery tomatoes water cajun_seasoning salt onions chicken_stock louisiana_hot_sauce boneless_skinless_chicken_breasts garlic ghee andouille_sausage bay_leaves white_rice medium_shrimp
27648	japanese	sake daikon arame white_miso konbu water scallions lemon_cucumber Himalayan_salt carrots
17658	greek	ground_cloves eggplant grated_parmesan_cheese plain_breadcrumbs cinnamon_sticks kosher_salt large_egg_yolks diced_tomatoes all-purpose_flour bay_leaf tomato_paste olive_oil unsalted_butter garlic ground_allspice ground_lamb milk ground_black_pepper dry_red_wine grated_nutmeg onions
24029	chinese	back_bacon_rashers vegetable_oil green_pepper chillies eggs water garlic long-grain_rice red_chili_peppers lemon green_chilies onions dark_soy_sauce spring_onions salt red_bell_pepper
45990	thai	avocado Sriracha cooked_quinoa water creamy_peanut_butter rice_paper romaine_lettuce red_pepper noodles lime gluten-free_tamari
20692	chinese	chicken_broth green_onions salt bok_choy soy_sauce wonton_wrappers fresh_mushrooms eggs sesame_oil dry_bread_crumbs snow_peas ground_black_pepper ground_pork uncook_medium_shrimp,_peel_and_devein
37593	cajun_creole	creole_mustard fresh_parsley mayonaise garlic horseradish sliced_green_onions
46635	indian	fresh_ginger paprika garlic_cloves fresh_lemon ground_coriander ground_turmeric jalapeno_chilies salt chopped_cilantro_fresh vegetable_oil catfish
20149	italian	vegetables basil basil_pesto_sauce aioli cooked_shrimp prosciutto mozzarella_balls sun-dried_tomatoes salami
623	brazilian	sweetened_condensed_milk butter cocoa_powder
12048	mexican	black_beans enchilada_sauce pasilla_pepper corn Mexican_cheese pork rice roasted_tomatoes corn_chips sour_cream
48523	chinese	oyster_sauce chopped_cilantro_fresh chinese_noodles ground_white_pepper shrimp sliced_green_onions fat_skimmed_chicken_broth toasted_sesame_oil
16797	italian	boneless_skinless_chicken_breasts milk condensed_cream_of_mushroom_soup fettuccine_pasta butter grated_parmesan_cheese broccoli
23336	french	leeks soft_fresh_goat_cheese olive_oil chopped_fresh_sage kosher_salt butter hazelnuts butternut_squash heavy_whipping_cream
15645	mexican	minced_garlic baking_powder chopped_onion monterey_jack lager_beer coarse_salt sour_cream safflower_oil unsalted_butter all-purpose_flour poblano_chiles corn_kernels lime_wedges freshly_ground_pepper
39904	greek	tomatoes extra-virgin_olive_oil juice romaine_lettuce green_pepper cucumber capers purple_onion feta_cheese_crumbles vinaigrette_dressing kalamata lemon_juice dried_oregano
35962	russian	water dill sugar buttermilk onions red_beets cucumber boiled_eggs salt
9138	southern_us	baking_soda butter yellow_corn_meal flour salt large_eggs buttermilk sugar baking_powder
47406	irish	salt caster_sugar plain_flour juice butter
30250	vietnamese	brown_sugar herbs rice_vinegar beansprouts garlic_paste boneless_chop_pork lettuce_leaves english_cucumber spring_roll_wrappers warm_water hoisin_sauce creamy_peanut_butter fish_sauce lime garlic red_bell_pepper
26545	southern_us	honey baking_powder sharp_cheddar_cheese unsalted_butter bacon_slices baking_soda buttermilk bread_flour melted_butter chopped_fresh_chives salt
13554	jamaican	turbinado ground_nutmeg sea_salt red_bell_pepper olive_oil potatoes cayenne_pepper onions fresh_spinach zucchini garlic celery fresh_ginger_root vegetable_stock ground_allspice ground_turmeric
44562	indian	white_vinegar olive_oil butter chicken_fingers chicken_stock garam_masala yellow_onion black_pepper hot_pepper_sauce apricot_preserves lime_zest garlic_powder salt
3820	korean	ginger_juice minced_garlic green_onions soy_sauce sesame_salt chili_powder pepper pork_ribs sesame_oil sugar chili_paste rice_wine
49668	italian	olive_oil grated_parmesan_cheese frozen_spinach lasagne passata eggplant mushrooms pinenuts roasted_red_peppers ricotta
27688	italian	ground_black_pepper parsley fat_free_cream_cheese french_bread non-fat_sour_cream green_onions reduced_fat_swiss_cheese grated_parmesan_cheese garlic fat-free_mayonnaise
31969	italian	black_pepper cannellini_beans roasted_garlic seasoning kale extra-virgin_olive_oil fat_free_less_sodium_chicken_broth diced_tomatoes Italian_bread sundried_tomato_paste dried_thyme salt
33085	french	sheep’s_milk_cheese champagne_vinegar dijon_mustard mixed_greens honey extra-virgin_olive_oil dried_tart_cherries ground_white_pepper
20061	italian	porcini fresh_thyme garlic_cloves sourdough_loaf crust flat_leaf_parsley duck_fat fine_sea_salt squabs confit fresh_lemon_juice
24552	thai	boneless_chop_pork palm_sugar shrimp fish_sauce lime_juice vegetable_oil chopped_cilantro_fresh soy_sauce unsalted_roasted_peanuts garlic wide_rice_noodles water radishes beansprouts
27204	mexican	canned_black_beans bell_pepper diced_tomatoes long-grain_rice diced_onions lime spices salt canned_corn lettuce water boneless_skinless_chicken_breasts cilantro sour_cream tomato_paste olive_oil butter scallions
8304	italian	aged_gouda soppressata
28063	italian	tomato_paste pepper dry_white_wine garlic_cloves boiling_water black_pepper grated_parmesan_cheese salt boneless_skinless_chicken_breast_halves dried_porcini_mushrooms sun-dried_tomatoes purple_onion fresh_parsley chicken_broth olive_oil artichokes fresh_lemon_juice
38473	thai	lime green_beans red_chili_peppers cilantro_leaves onions brown_sugar vegetable_oil thai_green_curry_paste jasmine_rice coconut_cream beef_steak
84	greek	olive_oil salt chopped_parsley fresh_rosemary fresh_thyme_leaves lemon_juice onions minced_garlic yellow_bell_pepper feta_cheese_crumbles ground_lamb mint_leaves fat_skimmed_chicken_broth couscous
12152	southern_us	biscuits lump_crab_meat bay_leaves diced_celery diced_onions vegetable_juice seafood_seasoning vegetable_broth applewood_smoked_bacon red_potato corn_kernels diced_tomatoes red_bell_pepper green_bell_pepper ground_black_pepper paprika flat_leaf_parsley
25201	mexican	ground_cinnamon semisweet_chocolate large_egg_whites all-purpose_flour unsalted_butter pepitas sugar salt
22633	italian	hot_red_pepper_flakes balsamic_vinegar fresh_basil_leaves pasta prosciutto garlic_cloves capers finely_chopped_onion juice olive_oil anchovy_fillets
41282	italian	fat_free_less_sodium_chicken_broth dry_white_wine fresh_lemon_juice capers olive_oil butter black_pepper broccoli_rabe lemon_slices seasoned_bread_crumbs chicken_cutlets fresh_parsley
3040	cajun_creole	bell_pepper cream_of_chicken_soup onions ground_meat rice
29033	thai	sugar crushed_red_pepper garlic_cloves fresh_basil red_cabbage salt chopped_fresh_mint water purple_onion fresh_lime_juice fish_sauce vegetable_oil dark_sesame_oil serrano_chile
40224	mexican	vegetable_oil corn_flour salt warm_water wheat_flour
24640	irish	wheat_bran salt low-fat_buttermilk flax_seed_meal whole_wheat_flour all-purpose_flour molasses baking_powder
49262	japanese	jicama seasoned_rice_wine_vinegar soba mustard_greens scallions salt red_bell_pepper sesame_oil english_cucumber
28657	mexican	manicotti_shells green_onions shredded_Monterey_Jack_cheese water ground_beef picante_sauce sour_cream ground_cumin refried_beans dried_oregano
18842	italian	saffron_threads olive_oil dry_white_wine grape_tomatoes parmigiano_reggiano_cheese salt fresh_rosemary unsalted_butter orzo black_pepper veal_chops garlic_cloves
27019	mexican	white_onion russet_potatoes chopped_cilantro_fresh large_eggs coarse_kosher_salt vegetable_oil ancho_chile_pepper ground_black_pepper watercress masa
2982	italian	grated_parmesan_cheese extra-virgin_olive_oil pepper red_wine_vinegar fresh_oregano oil_cured_olives green_onions salt garbanzo_beans pasta_rotel fresh_parsley
33222	italian	parmesan_cheese garlic pasta_water chicken_broth boneless_skinless_chicken_breasts salt onions unsalted_butter cooking_wine fresh_parsley pepper heavy_cream sliced_mushrooms
39361	southern_us	unsalted_butter vegetable_oil sausages green_bell_pepper jalapeno_chilies grated_jack_cheese large_eggs worcestershire_sauce onions water quickcooking_grits scallions
13489	indian	amchur chillies water salt cumin mint_leaves coriander tamarind black_salt
36461	italian	parmigiano_reggiano_cheese crusty_bread parsley eggs marinara_sauce mozzarella_cheese
20757	french	fresh_rosemary yellow_bell_pepper anchovy_fillets whole_milk salt red_bell_pepper unsalted_butter extra-virgin_olive_oil brine-cured_black_olives baking_powder all-purpose_flour onions
35136	japanese	turnips white_miso sesame_oil sake potatoes garlic dashi green_onions carrots seasoning pork_chops ginger
30327	southern_us	ketchup honey Tabasco_Pepper_Sauce freshly_ground_pepper onions kosher_salt unsalted_butter heavy_cream thyme extra_sharp_cheddar_cheese molasses ground_black_pepper vegetable_oil garlic_cloves grits chicken_broth cider_vinegar bourbon_whiskey cayenne_pepper chopped_parsley large_shrimp
43455	italian	fresh_tomatoes diced_tomatoes onions olive_oil garlic tomato_sauce uncooked_rigatoni fresh_basil grating_cheese salt
36947	mexican	chicken_bouillon garlic long_grain_white_rice tomatoes jalapeno_chilies onions green_bell_pepper vegetable_oil chopped_cilantro_fresh chicken_broth pepper salt ground_cumin
28056	british	russet_potatoes cornmeal flour salt fish_fillets old_bay_seasoning vegetable_oil beer
7530	mexican	seasoning lime_juice green_bell_pepper,_slice lime_wedges salt red_bell_pepper sugar garlic_powder chili_powder diced_tomatoes shredded_cheese onions red_chili_powder orange_bell_pepper flour_tortillas shredded_lettuce salsa sour_cream black_pepper beef onion_powder paprika corn_starch ground_cumin
47505	mexican	eggs rolls butter cinnamon_sugar sugar cream_cheese vanilla
16520	french	water salt ground_cinnamon golden_delicious_apples all-purpose_flour sugar butter large_eggs crème_fraîche
35311	moroccan	chicken_legs lemon onions chicken_stock olive_oil carrots ground_ginger cinnamon couscous tumeric paprika
22833	chinese	savoy_cabbage green_onions rice_vinegar reduced_sodium_chicken_broth coarse_salt soy_sauce wonton_wrappers toasted_sesame_oil peeled_fresh_ginger ground_pork
14398	korean	soy_sauce green_onions salt cucumber pepper_flakes sesame_seeds garlic Gochujang_base pears rice_syrup ginger corn_syrup onions eggs bosc_pears buckwheat_noodles mustard_powder
29168	indian	urad_dal jalapeno_chilies cumin_seed curry_leaves salt ginger canola_oil
22461	chinese	hoisin_sauce salt sesame_oil scallions flour duck water ginger chinese_five-spice_powder
13615	southern_us	shredded_cheddar_cheese vegetable_shortening Smithfield_Ham baking_powder salt butter all-purpose_flour green_onions buttermilk
6360	italian	arborio_rice ground_black_pepper onions sun-dried_tomatoes vegetable_stock dried_thyme zucchini fresh_basil_leaves freshly_grated_parmesan butter
40360	mexican	salt chopped_cilantro jalapeno_chilies fresh_lemon_juice large_garlic_cloves hass_avocado cumin_seed onions
40182	southern_us	McCormick_Parsley_Flakes old_bay_seasoning eggs milk salt bread lump_crab_meat worcestershire_sauce mayonaise baking_powder
31438	cajun_creole	salad water cooking_spray paprika garlic_cloves long_grain_white_rice black_pepper hot_pepper_sauce ground_red_pepper chopped_onion chicken_livers kosher_salt chopped_green_bell_pepper chopped_fresh_thyme ground_coriander boneless_skinless_chicken_breast_halves lower_sodium_chicken_broth olive_oil green_onions chopped_celery smoked_paprika ground_cumin
31798	southern_us	unsalted_butter salt whole_wheat_flour baking_powder canola_oil sugar reduced_fat_milk frozen_blueberries peaches vanilla_extract
14342	spanish	olive_oil garlic_cloves pinenuts baking_potatoes water pitted_olives capers fresh_thyme fresh_parsley
14385	italian	arborio_rice olive_oil brie_cheese reduced_sodium_chicken_broth dry_white_wine cauliflower water florets sliced_almonds unsalted_butter thyme_sprigs
14308	vietnamese	butter_lettuce gluten-free_hoisin_sauce green_onions garlic shrimp toasted_sesame_seeds salad soy_sauce honey cilantro edamame ground_cayenne_pepper fish_sauce toasted_cashews fresh_ginger crushed_red_pepper_flakes carrots fresh_lime_juice avocado red_chili_peppers curry_powder sesame_oil rice_vinegar red_bell_pepper
33841	korean	cold_water ground_black_pepper sesame_oil toasted_sesame_seeds sugar mirin garlic_cloves low_sodium_soy_sauce asian_pear russet_potatoes short_rib shiitake green_onions carrots
12830	chinese	sambal_ulek soy_sauce Shaoxing_wine garlic lemon_juice tomato_sauce pork_ribs sesame_oil chinese_five-spice_powder brown_sugar sesame_seeds shallots salt coriander red_chili_peppers hoisin_sauce ginger oyster_sauce
23096	italian	salt egg_whites margarine baking_powder greek_yogurt milk all-purpose_flour
34026	southern_us	yellow_corn_meal skim_milk maple_syrup eggs sweet_potatoes ground_allspice ground_cinnamon pepper margarine vegetable_oil_cooking_spray salt
30835	filipino	lemongrass garlic coconut_vinegar ground_black_pepper margarine lemon_soda annatto_oil salt lemon_juice brown_sugar ginger sauce chicken
15072	filipino	string_beans garlic ground_beef potatoes fat pepper salt onions egg_roll_wraps carrots
1121	chinese	ground_pepper garlic safflower_oil green_onions soy_sauce large_eggs frozen_peas steamed_rice sea_salt
18376	italian	penne garlic eggplant lemon_juice olive_oil salt ground_black_pepper fresh_parsley
17815	italian	cold_water dry_white_wine fish_fillets chopped_onion olive_oil fresh_parsley tomatoes large_garlic_cloves
32878	southern_us	water cajun_seasoning yellow_onion shrimp white_wine bay_leaves heavy_cream Crystal_Farms_Butter smoked_paprika Crystal_Farms_Shredded_Gouda_Cheese whole_milk worcestershire_sauce creole_seasoning thyme kosher_salt vegetable_oil garlic lemon_juice grits
24410	british	mint large_eggs heavy_cream berries ground_cinnamon ground_nutmeg whole_milk salt grated_lemon_peel melted_butter granulated_sugar baking_powder all-purpose_flour figs graham_cracker_crumbs sprinkles confectioners_sugar
35010	french	olive_oil zinfandel boiling_onions fresh_marjoram shallots all-purpose_flour chopped_fresh_chives butter garlic_cloves chicken_stock crimini_mushrooms bacon chicken_thighs
37236	mexican	finely_chopped_onion garlic Oscar_Mayer_Bacon chopped_cilantro_fresh jalapeno_chilies Philadelphia_Cream_Cheese cheese
6967	mexican	Campbell's_Condensed_Tomato_Soup chunky_salsa flour_tortillas shredded_cheddar_cheese ground_beef milk
29316	mexican	kosher_salt red_wine_vinegar chicken_breasts cumin lime garlic black_pepper chili_powder
24947	chinese	sugar chinese_five-spice_powder white_pepper pork_belly mustard sea_salt
7090	chinese	minced_ginger dark_sesame_oil brussels_sprouts salt garlic_cloves hoisin_sauce peanut_oil soy_sauce seasoned_rice_wine_vinegar onions
4615	mexican	ground_nutmeg salt red_pepper ground_cumin chili_powder cayenne_pepper garlic_powder paprika
48722	irish	tomato_paste beef_bouillon_granules deli_ham fresh_parsley tenderloin_roast beef_consomme all-purpose_flour milk shallots fresh_mushrooms Madeira frozen_pastry_puff_sheets butter
32474	italian	large_eggs whipping_cream ground_nutmeg chopped_fresh_chives all-purpose_flour grated_parmesan_cheese salt ground_black_pepper russet_potatoes crumbled_gorgonzola
26667	brazilian	lime crushed_ice simple_syrup cachaca
32316	mexican	blanched_almond_flour sea_salt tapioca_flour warm_water mild_olive_oil
38292	jamaican	white_vinegar ground_black_pepper salt sugar vegetable_oil onions water red_pepper allspice chicken_wings fresh_thyme garlic_cloves
41733	irish	parsnips salt fresh_parsley celery_ribs Guinness_Beer chopped_onion turnips dried_thyme beef_broth beef_roast tomato_paste butter carrots
2799	italian	fontina_cheese russet_potatoes eggs all-purpose_flour ground_nutmeg spinach_leaves butter
28442	italian	tomato_paste orange extra-virgin_olive_oil lamb_shanks bay_leaves low_salt_chicken_broth clove dried_porcini_mushrooms dry_red_wine polenta rosemary_sprigs finely_chopped_onion hot_water
26001	cajun_creole	garlic_powder red_bell_pepper canola_oil celery_ribs cayenne_pepper long_grain_white_rice salt frozen_peas dried_thyme fatfree_lowsodium_chicken_broth large_shrimp
22268	greek	olive_oil onions greek_seasoning feta_cheese_crumbles brown_rice chicken_stock red_bell_pepper
41763	mexican	fresh_mexican_cheese chicken_breasts chopped_cilantro salsa_verde salt cream epazote onions tortillas oil
11259	mexican	chicken_breasts parmesan_cheese Hellmann''s_Light_Mayonnaise chili_powder crumbs
19011	mexican	kosher_salt cinnamon onions boneless_chicken_skinless_thigh chili_powder cilantro_leaves brown_sugar lime_juice garlic ground_cumin black_pepper vegetable_oil corn_tortillas
2896	italian	olive_oil flat_leaf_parsley grated_parmesan_cheese garlic_cloves chopped_tomatoes spaghetti
16848	southern_us	ground_cinnamon raisin_bread milk large_eggs ground_nutmeg sweetened_coconut_flakes light_brown_sugar bananas vanilla_extract
961	spanish	large_eggs chili_powder fresh_lime_juice ground_cinnamon jalapeno_chilies salt ground_cumin chopped_almonds ground_pork chipotle_salsa refrigerated_buttermilk_biscuits golden_raisins sour_cream
1066	italian	fresh_basil green_onions garlic_salt ground_black_pepper salt plum_tomatoes olive_oil garlic boneless_skinless_chicken_breast_halves grated_parmesan_cheese lemon_juice
5687	moroccan	dried_apricot ground_coriander chopped_fresh_mint ground_black_pepper salt couscous olive_oil purple_onion leg_of_lamb ground_cumin large_garlic_cloves fresh_lemon_juice grated_lemon_peel
23449	french	pearl_onions chives light_margarine boneless_chicken_breast lemon_pepper garlic_powder all-purpose_flour fresh_parsley white_wine mushrooms thyme
45377	mexican	sliced_black_olives peeled_shrimp chopped_cilantro_fresh shredded_cheddar_cheese flour_tortillas red_bell_pepper tomatoes chopped_green_bell_pepper salsa sweet_onion chopped_fresh_chives sour_cream
11696	jamaican	pepper ground_thyme salt onions soy_sauce ground_black_pepper garlic gingerroot ground_cloves green_onions malt_vinegar oil ground_cinnamon ground_nutmeg lemon ground_allspice pork_butt
36636	french	vidalia_onion ground_black_pepper extra-virgin_olive_oil kosher_salt parmigiano_reggiano_cheese garlic_cloves pinenuts zucchini penne_pasta water basil_leaves heavy_whipping_cream
12951	mexican	olive_oil fine_sea_salt eggs chopped_fresh_chives greek_yogurt parmesan_cheese crème_fraîche capers lemon corn_tortillas
42897	indian	yukon_gold_potatoes chutney unsalted_butter cumin_seed garam_masala phyllo frozen_peas coriander_seeds vegetable_oil onions
34784	vietnamese	honey garlic fresh_mint fish_sauce fresh_ginger_root shrimp olive_oil dried_rice_noodles chopped_cilantro_fresh lime shredded_cabbage ground_white_pepper
28042	mexican	chili_powder enchilada_sauce reduced_sodium_chicken_broth canned_chicken_breast white_rice monterey_jack jalapeno_chilies whole_kernel_corn,_drain
5901	french	leeks crème_fraîche chicken red_potato shallots carrots dry_white_wine fresh_lemon_juice unsalted_butter vegetable_oil flat_leaf_parsley
42020	italian	sugar extra-virgin_olive_oil tomatoes italian_eggplant chopped_onion celery_ribs kosher_salt white_wine_vinegar capers Sicilian_olives juice
23723	filipino	soy_sauce cilantro ground_black_pepper tomatoes onions
30790	italian	capers olive_oil mint_sprigs peasant_bread Italian_parsley_leaves boneless_skinless_chicken_breast_halves water red_wine_vinegar all-purpose_flour minced_garlic ground_black_pepper salt
42115	irish	water chopped_celery carrots ground_black_pepper baking_mix frozen_peas milk salt onions condensed_cream_of_chicken_soup potatoes poultry_seasoning boneless_skinless_chicken_breast_halves
26551	greek	tomatoes olive_oil whole_milk grated_nutmeg onions ground_cloves unsalted_butter large_garlic_cloves juice bread_crumb_fresh parmigiano_reggiano_cheese all-purpose_flour thyme_sprigs ground_cinnamon large_egg_yolks ziti ground_allspice ground_lamb
5659	irish	mint_leaves cucumber navel_oranges ginger_ale apples lemon ice
23956	italian	penne_pasta grated_parmesan_cheese fresh_basil_leaves pasta_sauce shrimp heavy_cream
46253	indian	tandoori_spices ginger methi nutmeg crushed_garlic curds garam_masala salt chicken_legs butter lemon_juice
6799	vietnamese	fish_sauce regular_soy_sauce soy_sauce beef_rump lemongrass brown_sugar thai_chile
18528	italian	garlic_powder Kraft_Grated_Parmesan_Cheese pasta peas Oscar_Mayer_Bacon milk Philadelphia_Cream_Cheese
25539	italian	unsalted_butter extra-virgin_olive_oil water polenta sea_salt
37742	mexican	avocado quinoa fine_sea_salt water sweet_potatoes corn_tortillas honey green_onions ground_cumin black_beans tahini fresh_lemon_juice
24771	thai	soy_sauce vegetable_oil chopped_cilantro_fresh tofu peanuts beansprouts lime garlic eggs rice_noodles white_sugar
2846	japanese	stevia minced_onion fresh_lemon_juice liquid_aminos cayenne_pepper apple_cider_vinegar cucumber
14720	indian	water olive_oil cilantro_leaves cumin celery_ribs crushed_tomatoes sea_salt brown_lentils curry_powder fresh_ginger yellow_onion plain_yogurt lime garlic coconut_milk
18482	cajun_creole	chicken_broth water dry_white_wine all-purpose_flour canola_oil bone-in_chicken_breast_halves garlic_powder chicken_drumsticks cayenne_pepper celery_ribs jasmine_rice green_onions smoked_sausage boiling_water green_bell_pepper olive_oil cajun_seasoning yellow_onion
13266	southern_us	granulated_garlic chili_powder creole_seasoning ground_red_pepper dry_mustard kosher_salt onion_powder dark_brown_sugar ground_black_pepper paprika ground_cumin
9344	mexican	avocado olive_oil non-fat_sour_cream fresh_lime_juice kosher_salt chili_powder garlic_cloves chopped_cilantro_fresh sugar ground_red_pepper chopped_onion medium_shrimp cider_vinegar tomatillos corn_tortillas serrano_chile
44068	indian	ginger dried_minced_onion red_lentils cayenne_pepper salt ground_turmeric vegetable_oil cumin_seed
35907	mexican	water garlic sliced_mushrooms chile_pepper orange_juice boneless_skinless_chicken_breast_halves tomatoes vegetable_oil sliced_ham dried_oregano fresh_cilantro salt onions
33161	french	anchovy_fillets capers light_tuna extra-virgin_olive_oil Niçoise_olives
27258	mexican	minced_garlic diced_tomatoes red_enchilada_sauce black_beans jalapeno_chilies frozen_corn fresh_lime_juice quinoa vegetable_broth sour_cream shredded_cheddar_cheese butternut_squash taco_seasoning chopped_cilantro
19095	chinese	fresh_ginger shrimp kosher_salt vegetable_oil sugar chili_powder water large_garlic_cloves
21156	italian	black_pepper garnish dried_navy_beans celery diced_onions wheat_berries diced_tomatoes carrots fresh_parsley parsley_sprigs olive_oil salt thyme dried_rosemary water fresh_parmesan_cheese garlic_cloves bay_leaf
15700	mexican	lime_juice salt avocado cilantro jalapeno_chilies romano_cheese purple_onion
49047	korean	soy_sauce red_pepper_flakes ground_ginger sesame_oil garlic green_onions white_rice brown_sugar vegetable_oil ground_beef
15264	moroccan	ground_cloves ground_coriander ground_ginger ground_black_pepper ground_nutmeg ground_turmeric ground_cinnamon ground_allspice
43665	mexican	olive_oil kosher_salt fresh_lime_juice cilantro_leaves
46391	italian	polenta_prepar shallots gruyere_cheese chicken_broth chicken_breast_halves whipping_cream asparagus_spears prosciutto butter salt mushrooms dry_sherry all-purpose_flour
44556	southern_us	golden_brown_sugar baking_powder all_purpose_unbleached_flour yellow_corn_meal unsalted_butter coarse_salt baking_soda roasted_chestnuts buttermilk honey large_eggs chopped_fresh_thyme
32781	mexican	hash_brown green_pepper onions stewed_tomatoes taco_seasoning red_pepper cream_cheese chopped_green_chilies shredded_sharp_cheddar_cheese ground_beef
37258	italian	milk corn_starch cocoa_powder white_sugar
20195	french	light_corn_syrup candy food_paste_color
18970	italian	black_pepper crushed_red_pepper_flakes sun-dried_tomatoes penne_pasta olive_oil garlic grated_parmesan_cheese dried_parsley
28111	mexican	sugar bananas vanilla milk
1234	italian	olive_oil chopped_garlic canned_low_sodium_chicken_broth salt fettucine grated_parmesan_cheese pinenuts fresh_basil_leaves
41240	japanese	scallions mushrooms water varnish_clams miso
33361	mexican	sugar flour peaches butter milk cinnamon tortillas vanilla_extract
45621	french	shallots black_pepper white_wine_vinegar dijon_mustard salt extra-virgin_olive_oil
44623	mexican	salsa_verde lime salt avocado garlic honey fresh_herbs
17122	indian	urad_dal rice_flour black_peppercorns cumin_seed ghee curry_leaves salt asafoetida_powder ravva oil
7627	italian	egg_whites white_sugar sliced_almonds vanilla_extract eggs baking_powder dried_cranberries baking_soda all-purpose_flour
47321	thai	low-fat_coconut_milk lime_juice bell_pepper diced_tomatoes frozen_corn canola_oil brown_sugar fresh_ginger parsley garlic celery fish_sauce lemongrass bay_leaves Thai_red_curry_paste carrots chicken black_peppercorns water thai_basil lemon salt onions
39087	chinese	chicken_stock water_chestnuts ginger oyster_sauce canola_oil soy_sauce dry_sherry rice_vinegar corn_starch eggs sesame_oil garlic shrimp salt_and_ground_black_pepper ground_pork scallions beansprouts
18909	chinese	chinese_rice_wine minced_ginger lettuce_leaves chinese_hot_mustard oyster_sauce chopped_cilantro_fresh kosher_salt large_eggs sesame_oil chili_sauce shrimp soy_sauce ground_black_pepper green_onions ground_pork carrots steamer water_chestnuts wonton_wrappers soy_marinade corn_starch
3496	indian	red_chili_peppers coriander_seeds lemon oil ground_turmeric curry_leaves coconut fenugreek garlic mustard_seeds fish fennel_seeds water coriander_powder ginger lemon_juice asafetida tomatoes tamarind chili_powder salt onions
37033	mexican	olive_oil tortilla_chips shredded_cheddar_cheese purple_onion fresh_parsley tomatoes guacamole sour_cream lime salt
38250	southern_us	milk all-purpose_flour butter pepper salt parmesan_cheese
16949	southern_us	superfine_sugar baking_powder black_pepper unsalted_butter all-purpose_flour baking_soda salt milk chives sour_cream
48744	mexican	corn_kernels coarse_salt juice reduced_sodium_chicken_broth ground_pepper tortilla_chips olive_oil diced_tomatoes fresh_lime_juice black_beans chili_powder garlic_cloves
22946	mexican	shredded_cheddar_cheese salsa iceberg_lettuce tomatoes sliced_black_olives lemon_juice hot_pepper_sauce cream_cheese soy_sauce green_onions sour_cream
45784	italian	black_pepper grated_parmesan_cheese coarse_salt italian_seasoning olive_oil whole_milk garlic mozzarella_cheese flour butter rigatoni nutmeg artichoke_hearts boneless_skinless_chicken_breasts yellow_onion
42438	japanese	olive_oil miso water coriander_seeds tomatoes fresh_ginger garlic_cloves lemongrass shallots
24673	southern_us	vanilla powdered_sugar lemon_juice cream_cheese butter
26760	italian	unsalted_butter fettucine pancetta flat_leaf_parsley parsnips
8208	italian	kosher_salt ground_black_pepper chopped_onion tomato_paste olive_oil red_wine_vinegar whole_wheat_fettuccine minced_garlic ground_sirloin fresh_basil_leaves tomatoes eggplant red_wine
18922	italian	fresh_marjoram goat_cheese castellane red_bell_pepper cherry_tomatoes hot_Italian_sausages extra-virgin_olive_oil onions
18523	mexican	mayonaise liquid boneless_skinless_chicken_breast_halves avocado olive_oil fresh_lime_juice ground_cumin black_beans grate_lime_peel monterey_jack tomatoes cayenne_pepper french_rolls
